type,pattern,area,condition,startTime,moveCnt,missCnt,yawCon,pitchCon,yawGyro,pitchGyro,totalYaw,totalPitch
一対比較法,1,1,視　触嗅,1.984秒,2,0,0,0,0,0,0.8508887827865599,1.1293918062404875
一対比較法,1,1,視　触嗅,16.79秒,3,1,107,0,11.074348833813756,10.92092618949828,118.07434883381376,10.92092618949828
一対比較法,1,1,視　触嗅,25.487秒,4,2,252,0,14.150151095105281,17.303921638560915,266.1501510951053,17.303921638560915
一対比較法,1,1,視　触嗅,33.187秒,5,4,395,0,16.681110671190865,22.39604645461091,411.6811106711909,22.39604645461091
一対比較法,1,1,視　触嗅,46.9秒,6,6,583,0,20.912203744876383,30.03706284949055,603.9122037448764,30.03706284949055
一対比較法,1,2,視聴触嗅,48.251秒,6,6,0,0,0,0,603.9122037448764,30.03706284949055
一対比較法,1,2,視聴触嗅,58.635秒,7,8,152,0,3.7463948843967585,6.98172237981365,155.74639488439675,6.98172237981365
一対比較法,1,2,視聴触嗅,64.494秒,8,9,164,0,5.9271725880524855,10.81588556036788,169.92717258805249,10.81588556036788
一対比較法,1,2,視聴触嗅,76.269秒,9,10,347,0,9.309318980978883,18.11912804220762,356.3093189809789,18.11912804220762
一対比較法,1,2,視聴触嗅,83.466秒,10,11,444,0,11.529589303693873,22.279746655893813,455.52958930369385,22.279746655893813
一対比較法,1,2,視聴触嗅,92.201秒,11,13,580,0,15.313071725567045,28.646167043620895,595.313071725567,28.646167043620895
一対比較法,2,1,視聴触嗅,100.566秒,11,13,0,0,0,0,595.313071725567,28.646167043620895
一対比較法,2,1,視聴触嗅,107.919秒,12,14,124,0,2.1799594107091513,4.796880828408362,126.17995941070915,4.796880828408362
一対比較法,2,1,視聴触嗅,113.868秒,13,15,169,0,4.3195021199166765,8.485788384262625,173.31950211991668,8.485788384262625
一対比較法,2,1,視聴触嗅,128.30秒,14,17,353,0,8.655337767749145,16.339142113415154,361.65533776774913,16.339142113415154
一対比較法,2,1,視聴触嗅,141.739秒,15,19,543,0,15.246898147030793,32.870306462232776,558.2468981470308,32.870306462232776
一対比較法,2,1,視聴触嗅,150.164秒,16,20,725,0,18.971199400357733,42.7912308381621,743.9711994003577,42.7912308381621
一対比較法,2,1,視聴触嗅,161.262秒,17,22,906,0,24.86262795604786,54.064794700893536,930.8626279560478,54.064794700893536
一対比較法,2,2,視　触嗅,162.605秒,17,22,0,0,0,0,930.8626279560478,54.064794700893536
一対比較法,2,2,視　触嗅,170.780秒,18,23,150,0,2.9031275460664494,4.287404954240013,152.90312754606646,4.287404954240013
一対比較法,2,2,視　触嗅,183.801秒,19,26,272,0,7.679390845916954,13.161585967230602,279.67939084591694,13.161585967230602
一対比較法,2,2,視　触嗅,191.977秒,20,27,410,0,9.799656505218337,17.58192961918893,419.7996565052183,17.58192961918893
一対比較法,2,2,視　触嗅,200.0秒,21,28,558,0,12.14754720412656,22.132644821896836,570.1475472041266,22.132644821896836
