type,pattern,area,condition,startTime,moveCnt,missCnt,yawCon,pitchCon,yawGyro,pitchGyro,totalYaw,totalPitch
一対比較法,1,1,視聴　嗅,2.391秒,1,1,0,0,0,0,0,0
一対比較法,1,1,視聴　嗅,14.692秒,2,4,75,0,1.4611793485202222,1.7907691812093154,76.46117934852022,1.7907691812093154
一対比較法,1,1,視聴　嗅,23.24秒,3,5,188,0,3.2958614923426333,4.042968632232996,191.29586149234262,4.042968632232996
一対比較法,1,1,視聴　嗅,35.808秒,4,6,372,0,7.119140425126399,10.382079960231259,379.1191404251264,10.382079960231259
一対比較法,1,1,視聴　嗅,41.990秒,5,7,464,0,8.371059821180689,12.512731602651474,472.37105982118067,12.512731602651474
一対比較法,1,1,視聴　嗅,49.942秒,6,8,554,0,10.623775372320829,15.529174686558164,564.6237753723208,15.529174686558164
一対比較法,1,2,視　触嗅,56.902秒,6,8,0,0,0,0,564.6237753723208,15.529174686558164
一対比較法,1,2,視　触嗅,62.890秒,7,9,52,0,1.8402099609375382,2.0819091796875053,53.840209960937536,2.0819091796875053
一対比較法,1,2,視　触嗅,71.840秒,8,12,162,0,4.273681640625034,5.6359863267234935,166.27368164062503,5.6359863267234935
一対比較法,1,2,視　触嗅,79.256秒,9,13,295,0,6.108398413876533,7.498168943911001,301.10839841387656,7.498168943911001
一対比較法,1,2,視　触嗅,86.793秒,10,14,465,0,7.816772437313669,9.464721678284882,472.81677243731366,9.464721678284882
一対比較法,2,1,視　触嗅,95.159秒,10,14,0,0,0,0,472.81677243731366,9.464721678284882
一対比較法,2,1,視　触嗅,104.375秒,11,15,171,0,2.1245494666981455,2.8399658203066904,173.12454946669814,2.8399658203066904
一対比較法,2,1,視　触嗅,110.940秒,12,17,260,0,4.290438609153166,5.640175928256067,264.29043860915317,5.640175928256067
一対比較法,2,1,視　触嗅,117.340秒,13,19,347,0,6.16202505114687,8.223265329367653,353.1620250511469,8.223265329367653
一対比較法,2,1,視　触嗅,125.308秒,14,20,521,0,8.56803088164883,10.475462596238245,529.5680308816488,10.475462596238245
一対比較法,2,2,視聴触嗅,126.404秒,14,20,0,0,0,0,529.5680308816488,10.475462596238245
一対比較法,2,2,視聴触嗅,135.224秒,15,24,43,0,3.334350585937501,4.938354492187452,46.3343505859375,4.938354492187452
一対比較法,2,2,視聴触嗅,148.640秒,16,29,215,0,7.926634638582034,11.733395114095671,222.92663463858204,11.733395114095671
一対比較法,2,2,視聴触嗅,159.840秒,17,32,404,0,10.464476435456733,15.325924410172274,414.46447643545673,15.325924410172274
一対比較法,2,2,視聴触嗅,165.343秒,18,33,498,0,11.530150256003227,16.413570888387632,509.53015025600325,16.413570888387632
一対比較法,3,1,視聴触　,169.166秒,18,33,0,0,0,0,509.53015025600325,16.413570888387632
一対比較法,3,1,視聴触　,176.207秒,19,36,96,0,2.471919177549737,4.2460235965337425,98.47191917754974,4.2460235965337425
一対比較法,3,1,視聴触　,182.711秒,20,40,187,0,3.8891598501162985,6.41033023715722,190.8891598501163,6.41033023715722
一対比較法,3,1,視聴触　,190.174秒,21,42,332,0,5.471190633873805,8.722952307323812,337.4711906338738,8.722952307323812
一対比較法,3,2,視　触嗅,191.515秒,21,42,0,0,0,0,337.4711906338738,8.722952307323812
一対比較法,3,2,視　触嗅,197.563秒,22,44,115,0,1.5985014410369698,2.8344385478926046,116.59850144103697,2.8344385478926046
一対比較法,3,2,視　触嗅,206.40秒,23,47,277,0,3.443748810398544,5.678999771256343,280.4437488103985,5.678999771256343
一対比較法,3,2,視　触嗅,211.75秒,24,48,378,0,4.625239981515903,7.152088781285226,382.6252399815159,7.152088781285226
一対比較法,3,2,視　触嗅,217.945秒,25,50,503,0,6.097325366617697,9.601792132222634,509.0973253666177,9.601792132222634
一対比較法,4,1,視聴触　,224.11秒,25,50,0,0,0,0,509.0973253666177,9.601792132222634
一対比較法,4,1,視聴触　,233.350秒,26,53,156,0,2.7398515057166812,3.756698968522683,158.73985150571667,3.756698968522683
一対比較法,4,1,視聴触　,238.541秒,27,55,242,0,4.2462158164827715,5.11309758720354,246.24621581648276,5.11309758720354
一対比較法,4,1,視聴触　,243.290秒,28,57,332,0,5.614003857031028,6.23369210777772,337.61400385703104,6.23369210777772
一対比較法,4,1,視聴触　,251.277秒,29,58,517,0,7.119132771199888,7.818895226823726,524.1191327711999,7.818895226823726
一対比較法,4,2,視聴触嗅,255.471秒,29,58,0,0,0,0,524.1191327711999,7.818895226823726
一対比較法,4,2,視聴触嗅,260.645秒,30,59,89,0,1.4062140649465071,1.5323759870412015,90.40621406494651,1.5323759870412015
一対比較法,4,2,視聴触嗅,267.944秒,31,60,259,0,2.900384870560809,2.9805846562552123,261.9003848705608,2.9805846562552123
一対比較法,5,1,視　触嗅,273.330秒,31,60,0,0,0,0,261.9003848705608,2.9805846562552123
一対比較法,5,1,視　触嗅,276.947秒,32,61,39,0,1.444087102479106,2.3479896789432653,40.44408710247911,2.3479896789432653
